frame,PathIDX,timestamp,seconds,head_pos,head_euler,head_quaternion,gaze_confidence,gaze_pos,target_pos,gaze_vector,target_vector,gaze_vis_x,gaze_vis_y,target_vis_x,target_vis_y,local_x_axis,local_y_axis,local_z_axis,left_right_eye_center,left_right_eye_center_confidence,left_right_eye_gaze,left_right_eye_forward_gaze,left_right_eye_is_blinking,left_right_eye_pupil_size,calibration_status
3236,99,03/15/2023 10:04:15.4078 PM,629.7463,(-1.7436700_ -0.4609214_ 2.5747620),(2.5857360_ 126.7030000_ 359.4588000),(0.0058996_ 0.8935850_ -0.0222836_ 0.4483018),0.75,(-0.8279790_ -0.3364349_ 1.6914740),(-1.0492530_ -0.4028517_ 1.8915090),(0.1591740_ 0.1828084_ 1.2551610),(0.1318001_ 0.1028000_ 0.9615004),7.227419,8.2866,7.805315,6.102666,(-0.5979816_ -0.0094360_ -0.8014544),(0.0305232_ 0.9989372_ -0.0345350),(0.8009286_ -0.0451143_ -0.5970581),(-1.7239620_ -0.4601372_ 2.6004620):(-1.7635310_ -0.4617046_ 2.5490110),1:1,(-0.0214135_ 0.9096926_ 0.0335640_ 0.4133695):(-0.0267515_ 0.9278265_ 0.0516823_ 0.3684444),(0.7506409_ 0.0787692_ -0.6559982):(0.6809398_ 0.1156173_ -0.7231555),False:False,4.5600000:4.4800000,Good
3237,99,03/15/2023 10:04:15.4248 PM,629.7634,(-1.7437040_ -0.4608849_ 2.5746760),(2.5729580_ 126.6888000_ 359.4678000),(0.0059224_ 0.8935314_ -0.0221481_ 0.4484152),0.75,(-0.8277124_ -0.3360671_ 1.6918150),(-1.0491190_ -0.4025792_ 1.8916130),(0.1589905_ 0.1828302_ 1.2551330),(0.1317999_ 0.1028000_ 0.9615005),7.219336,8.287757,7.805308,6.102667,(-0.5977777_ -0.0092794_ -0.8016084),(0.0304468_ 0.9989488_ -0.0342687),(0.8010837_ -0.0448915_ -0.5968667),(-1.7240430_ -0.4601071_ 2.6004140):(-1.7635890_ -0.4616930_ 2.5489460),1:1,(-0.0216191_ 0.9095979_ 0.0336273_ 0.4135620):(-0.0269640_ 0.9277410_ 0.0517347_ 0.3686370),(0.7508963_ 0.0790563_ -0.6556715):(0.6812094_ 0.1158727_ -0.7228608),False:False,4.5600000:4.4800000,Good
3238,99,03/15/2023 10:04:15.4406 PM,629.7797,(-1.7437040_ -0.4609183_ 2.5749200),(2.5704020_ 126.7119000_ 359.4523000),(0.0057872_ 0.8936227_ -0.0221900_ 0.4482327),0.75,(-0.8288615_ -0.3376370_ 1.6909890),(-1.0494140_ -0.4026054_ 1.8915590),(0.1599941_ 0.1812824_ 1.2549930),(0.1318001_ 0.1028000_ 0.9615001),7.265219,8.21946,7.805318,6.102668,(-0.5981078_ -0.0095493_ -0.8013587),(0.0302357_ 0.9989482_ -0.0344708),(0.8008450_ -0.0448469_ -0.5971900),(-1.7240030_ -0.4600941_ 2.6006970):(-1.7635430_ -0.4617129_ 2.5492090),1:1,(-0.0215240_ 0.9101104_ 0.0335265_ 0.4124463):(-0.0265231_ 0.9278271_ 0.0507706_ 0.3685862),(0.7493000_ 0.0787806_ -0.6575283):(0.6812753_ 0.1137647_ -0.7231332),False:False,4.5900000:4.4700000,Good
3239,99,03/15/2023 10:04:15.4578 PM,629.7963,(-1.7437710_ -0.4609174_ 2.5748340),(2.5569040_ 126.6848000_ 359.4384000),(0.0056313_ 0.8935195_ -0.0221377_ 0.4484431),0.75,(-0.8283845_ -0.3377384_ 1.6914700),(-1.0491840_ -0.4024092_ 1.8917910),(0.1597715_ 0.1809225_ 1.2550610),(0.1318001_ 0.1028000_ 0.9615004),7.254833,8.202926,7.805319,6.102666,(-0.5977342_ -0.0097916_ -0.8016347),(0.0299184_ 0.9989564_ -0.0345103),(0.8011360_ -0.0446116_ -0.5968175),(-1.7240730_ -0.4601262_ 2.6006490):(-1.7635820_ -0.4617454_ 2.5491370),1:1,(-0.0215236_ 0.9099885_ 0.0334950_ 0.4127176):(-0.0265267_ 0.9277188_ 0.0507381_ 0.3688630),(0.7496947_ 0.0787266_ -0.6570847):(0.6817105_ 0.1137109_ -0.7227318),False:False,4.5900000:4.4700000,Good
3240,99,03/15/2023 10:04:15.4748 PM,629.8132,(-1.7439650_ -0.4610182_ 2.5748940),(2.5424010_ 126.6922000_ 359.4619000),(0.0057562_ 0.8935495_ -0.0219331_ 0.4483916),0.75,(-0.8273904_ -0.3376354_ 1.6930740),(-1.0494520_ -0.4022115_ 1.8918020),(0.1577355_ 0.1807254_ 1.2551480),(0.1317999_ 0.1028000_ 0.9615002),7.162856,8.193552,7.805311,6.102668,(-0.5978236_ -0.0093824_ -0.8015727),(0.0299561_ 0.9989716_ -0.0340346),(0.8010678_ -0.0443587_ -0.5969278),(-1.7237830_ -0.4603699_ 2.6012270):(-1.7633010_ -0.4619237_ 2.5497280),1:1,(-0.0207589_ 0.9097833_ 0.0330617_ 0.4132439):(-0.0264846_ 0.9275346_ 0.0517697_ 0.3691858),(0.7505522_ 0.0773150_ -0.6562732):(0.6821231_ 0.1155918_ -0.7220439),False:False,4.6000000:4.5000000,Good
3241,99,03/15/2023 10:04:15.4925 PM,629.8306,(-1.7437310_ -0.4610162_ 2.5752340),(2.5554810_ 126.6768000_ 359.4668000),(0.0058488_ 0.8934870_ -0.0220150_ 0.4485110),0.75,(-0.8271264_ -0.3375063_ 1.6933960),(-1.0490180_ -0.4024183_ 1.8923270),(0.1580827_ 0.1811281_ 1.2550940),(0.1318002_ 0.1028000_ 0.9615002),7.178766,8.211906,7.805324,6.102667,(-0.5976075_ -0.0092962_ -0.8017350),(0.0301997_ 0.9989623_ -0.0340937),(0.8012199_ -0.0445868_ -0.5967066),(-1.7240000_ -0.4602792_ 2.6010690):(-1.7634880_ -0.4618542_ 2.5495480),1:1,(-0.0209301_ 0.9096674_ 0.0330123_ 0.4134943):(-0.0266586_ 0.9274324_ 0.0517111_ 0.3694381),(0.7509027_ 0.0773693_ -0.6558657):(0.6825007_ 0.1156144_ -0.7216831),False:False,4.6000000:4.5000000,Good
3242,99,03/15/2023 10:04:15.5079 PM,629.8464,(-1.7434310_ -0.4610405_ 2.5752620),(2.5331590_ 126.6901000_ 359.4986000),(0.0060063_ 0.8935409_ -0.0217175_ 0.4484161),0.75,(-0.8281001_ -0.3384238_ 1.6920280),(-1.0488590_ -0.4019932_ 1.8922500),(0.1597818_ 0.1796664_ 1.2550520),(0.1318001_ 0.1028000_ 0.9615003),7.255345,8.146799,7.805316,6.102667,(-0.5977740_ -0.0087432_ -0.8016171),(0.0302107_ 0.9989846_ -0.0334243),(0.8010953_ -0.0441976_ -0.5969028),(-1.7236650_ -0.4601755_ 2.6009920):(-1.7631840_ -0.4617170_ 2.5494870),1:1,(-0.0205625_ 0.9099743_ 0.0329204_ 0.4128440):(-0.0261448_ 0.9277459_ 0.0513380_ 0.3687389),(0.7500010_ 0.0768917_ -0.6569520):(0.6815076_ 0.1145385_ -0.7227919),False:False,4.5900000:4.5000000,Good
3243,99,03/15/2023 10:04:15.5247 PM,629.8632,(-1.7435240_ -0.4609308_ 2.5752070),(2.5062720_ 126.6749000_ 359.4780000),(0.0057436_ 0.8934865_ -0.0215876_ 0.4485342),0.75,(-0.8282680_ -0.3372355_ 1.6921610),(-1.0488160_ -0.4014783_ 1.8923690),(0.1599431_ 0.1802050_ 1.2548740),(0.1317999_ 0.1028000_ 0.9615003),7.26361,8.172035,7.805305,6.102667,(-0.5975684_ -0.0091019_ -0.8017665),(0.0296291_ 0.9990020_ -0.0334240),(0.8012705_ -0.0437288_ -0.5967022),(-1.7237480_ -0.4600835_ 2.6010600):(-1.7632630_ -0.4616646_ 2.5495530),1:1,(-0.0210565_ 0.9099488_ 0.0331960_ 0.4128533):(-0.0266515_ 0.9277177_ 0.0515894_ 0.3687386),(0.7499528_ 0.0777998_ -0.6569005):(0.6814207_ 0.1153757_ -0.7227408),False:False,4.5900000:4.5000000,Good
3244,99,03/15/2023 10:04:15.5406 PM,629.8796,(-1.7433960_ -0.4609653_ 2.5752770),(2.5302940_ 126.6692000_ 359.4199000),(0.0053856_ 0.8934635_ -0.0220020_ 0.4485643),0.75,(-0.8265722_ -0.3384725_ 1.6941420),(-1.0486670_ -0.4020519_ 1.8924140),(0.1574228_ 0.1796726_ 1.2549530),(0.1318001_ 0.1028000_ 0.9615005),7.149906,8.147717,7.805319,6.102665,(-0.5975223_ -0.0101149_ -0.8017887),(0.0293624_ 0.9989738_ -0.0344844),(0.8013147_ -0.0441476_ -0.5966121),(-1.7236540_ -0.4602075_ 2.6010200):(-1.7631620_ -0.4618550_ 2.5495290),1:1,(-0.0216886_ 0.9092712_ 0.0331032_ 0.4143185):(-0.0266685_ 0.9276036_ 0.0504959_ 0.3691758),(0.7520198_ 0.0781716_ -0.6544892):(0.6822042_ 0.1133711_ -0.7223192),False:False,4.6100000:4.5100000,Good
3245,99,03/15/2023 10:04:15.5588 PM,629.897,(-1.7434810_ -0.4609529_ 2.5752420),(2.5663960_ 126.7046000_ 359.4943000),(0.0061002_ 0.8935925_ -0.0219942_ 0.4482984),0.75,(-0.8263253_ -0.3393706_ 1.6943940),(-1.0490590_ -0.4024754_ 1.8920290),(0.1564497_ 0.1793472_ 1.2550730),(0.1317999_ 0.1028000_ 0.9615002),7.105487,8.132389,7.805306,6.102667,(-0.5979828_ -0.0088177_ -0.8014606),(0.0306221_ 0.9989581_ -0.0338383),(0.8009239_ -0.0447771_ -0.5970896),(-1.7237620_ -0.4602049_ 2.6010400):(-1.7632640_ -0.4617500_ 2.5495420),1:1,(-0.0207773_ 0.9092436_ 0.0330619_ 0.4144288):(-0.0257586_ 0.9275780_ 0.0504988_ 0.3693041),(0.7522597_ 0.0773440_ -0.6543114):(0.6825151_ 0.1127086_ -0.7221289),False:False,4.6100000:4.5100000,Good
3246,99,03/15/2023 10:04:15.5746 PM,629.9131,(-1.7434990_ -0.4609586_ 2.5752670),(2.5510100_ 126.6828000_ 359.4728000),(0.0058768_ 0.8935108_ -0.0219571_ 0.4484663),0.75,(-0.8283916_ -0.3412351_ 1.6920800),(-1.0488540_ -0.4022716_ 1.8922980),(0.1599821_ 0.1772312_ 1.2548980),(0.1318002_ 0.1028000_ 0.9615004),7.265224,8.038804,7.805323,6.102666,(-0.5976871_ -0.0091920_ -0.8016770),(0.0301960_ 0.9989667_ -0.0339666),(0.8011608_ -0.0445088_ -0.5967920),(-1.7237060_ -0.4602266_ 2.6009550):(-1.7632390_ -0.4617736_ 2.5494480),1:1,(-0.0199706_ 0.9100719_ 0.0316138_ 0.4127599):(-0.0258792_ 0.9277695_ 0.0506733_ 0.3687901),(0.7500197_ 0.0740277_ -0.6572593):(0.6816815_ 0.1131144_ -0.7228519),False:False,4.6200000:4.5100000,Good
3247,99,03/15/2023 10:04:15.5914 PM,629.9297,(-1.7434590_ -0.4610216_ 2.5752370),(2.5762380_ 126.6749000_ 359.5001000),(0.0061899_ 0.8934746_ -0.0220465_ 0.4485297),0.75,(-0.8282714_ -0.3421168_ 1.6921310),(-1.0486680_ -0.4026963_ 1.8923850),(0.1601290_ 0.1768899_ 1.2548510),(0.1318000_ 0.1028000_ 0.9615004),7.272093,8.023821,7.805312,6.102666,(-0.5975658_ -0.0087160_ -0.8017727),(0.0308380_ 0.9989513_ -0.0338433),(0.8012269_ -0.0449487_ -0.5966703),(-1.7237240_ -0.4603118_ 2.6009760):(-1.7632550_ -0.4618326_ 2.5494670),1:1,(-0.0196315_ 0.9100715_ 0.0314059_ 0.4127933):(-0.0255315_ 0.9277734_ 0.0504818_ 0.3688312),(0.7501097_ 0.0733707_ -0.6572311):(0.6818057_ 0.1125050_ -0.7228305),False:False,4.6200000:4.5100000,Good
3248,99,03/15/2023 10:04:15.6078 PM,629.9463,(-1.7434370_ -0.4610311_ 2.5753080),(2.5919870_ 126.6674000_ 359.4953000),(0.0062157_ 0.8934428_ -0.0221876_ 0.4485856),0.75,(-0.8278560_ -0.3413852_ 1.6924110),(-1.0485490_ -0.4029822_ 1.8925320),(0.1598682_ 0.1779941_ 1.2549390),(0.1318001_ 0.1028000_ 0.9615002),7.259879,8.072697,7.805317,6.102666,(-0.5974647_ -0.0087992_ -0.8018470),(0.0310129_ 0.9989381_ -0.0340701),(0.8012953_ -0.0452233_ -0.5965574),(-1.7236500_ -0.4603247_ 2.6009830):(-1.7632020_ -0.4618603_ 2.5495000),1:1,(-0.0199755_ 0.9098125_ 0.0316234_ 0.4133312):(-0.0257747_ 0.9278460_ 0.0506527_ 0.3686083),(0.7508443_ 0.0740557_ -0.6563153):(0.6814123_ 0.1129974_ -0.7231252),False:False,4.6200000:4.5200000,Good
3249,99,03/15/2023 10:04:15.6285 PM,629.967,(-1.7434490_ -0.4611012_ 2.5752470),(2.6254130_ 126.7124000_ 359.4445000),(0.0059415_ 0.8936166_ -0.0226495_ 0.4482200),0.75,(-0.8285004_ -0.3427465_ 1.6917460),(-1.0491300_ -0.4037330_ 1.8918350),(0.1595854_ 0.1775760_ 1.2548760),(0.1317999_ 0.1028000_ 0.9615005),7.247527,8.054377,7.805305,6.102665,(-0.5981274_ -0.0096851_ -0.8013428),(0.0309227_ 0.9989034_ -0.0351537),(0.8008046_ -0.0458061_ -0.5971719),(-1.7238300_ -0.4604077_ 2.6009400):(-1.7634060_ -0.4620372_ 2.5494790),1:1,(-0.0204155_ 0.9099346_ 0.0309308_ 0.4130925):(-0.0261756_ 0.9279724_ 0.0499414_ 0.3683583),(0.7505114_ 0.0731570_ -0.6567957):(0.6810382_ 0.1119725_ -0.7236360),False:False,4.6200000:4.5200000,Good
3250,99,03/15/2023 10:04:15.6439 PM,629.9822,(-1.7434470_ -0.4611480_ 2.5753040),(2.6141980_ 126.6930000_ 359.4452000),(0.0059071_ 0.8935423_ -0.0225582_ 0.4483731),0.75,(-0.8298370_ -0.3403402_ 1.6894820),(-1.0489040_ -0.4035892_ 1.8921350),(0.1626543_ 0.1798204_ 1.2550560),(0.1317999_ 0.1028000_ 0.9615003),7.384327,8.153665,7.805309,6.102666,(-0.5978535_ -0.0096725_ -0.8015472),(0.0307854_ 0.9989125_ -0.0350163),(0.8010142_ -0.0456105_ -0.5969056),(-1.7236870_ -0.4602908_ 2.6009420):(-1.7632360_ -0.4619279_ 2.5494440),1:1,(-0.0206578_ 0.9104645_ 0.0317465_ 0.4118494):(-0.0265036_ 0.9281921_ 0.0507930_ 0.3676643),(0.7486368_ 0.0748240_ -0.6587446):(0.6798338_ 0.1137802_ -0.7244860),False:False,4.6200000:4.5400000,Good
3251,99,03/15/2023 10:04:15.6581 PM,629.997,(-1.7435320_ -0.4610628_ 2.5752010),(2.6353120_ 126.7206000_ 359.4609000),(0.0061068_ 0.8936459_ -0.0226628_ 0.4481586),0.75,(-0.8300294_ -0.3400067_ 1.6894570),(-1.0492830_ -0.4038232_ 1.8917070),(0.1620914_ 0.1804781_ 1.2549250),(0.1318000_ 0.1028000_ 0.9615003),7.359813,8.183922,7.805313,6.102666,(-0.5982333_ -0.0093984_ -0.8012670),(0.0312277_ 0.9988982_ -0.0350314),(0.8007134_ -0.0459787_ -0.5972807),(-1.7238020_ -0.4603055_ 2.6009470):(-1.7633540_ -0.4619446_ 2.5494510),1:1,(-0.0207362_ 0.9104706_ 0.0318632_ 0.4118229):(-0.0265869_ 0.9281950_ 0.0509058_ 0.3676355),(0.7485838_ 0.0751002_ -0.6587734):(0.6797679_ 0.1140496_ -0.7245057),False:False,4.6200000:4.5400000,Good
3252,99,03/15/2023 10:04:15.6747 PM,630.0132,(-1.7435200_ -0.4610640_ 2.5752890),(2.6022140_ 126.7051000_ 359.4470000),(0.0058719_ 0.8935913_ -0.0224583_ 0.4482808),0.75,(-0.8299726_ -0.3389212_ 1.6893280),(-1.0491280_ -0.4032991_ 1.8919840),(0.1625332_ 0.1808882_ 1.2551000),(0.1317999_ 0.1028000_ 0.9615002),7.378637,8.201141,7.805306,6.102666,(-0.5980197_ -0.0096410_ -0.8014235),(0.0306294_ 0.9989223_ -0.0348725),(0.8008960_ -0.0454016_ -0.5970799),(-1.7237480_ -0.4602343_ 2.6009810):(-1.7633030_ -0.4618477_ 2.5494810),1:1,(-0.0209586_ 0.9105795_ 0.0326609_ 0.4115083):(-0.0264623_ 0.9281160_ 0.0509187_ 0.3678421),(0.7480529_ 0.0767299_ -0.6591886):(0.6801054_ 0.1139849_ -0.7241989),False:False,4.6300000:4.5400000,Good
3253,99,03/15/2023 10:04:15.6922 PM,630.0306,(-1.7435050_ -0.4610632_ 2.5752630),(2.6049810_ 126.7308000_ 359.4256000),(0.0057109_ 0.8936924_ -0.0225648_ 0.4480760),0.75,(-0.8302847_ -0.3388874_ 1.6890560),(-1.0494420_ -0.4033944_ 1.8916160),(0.1622921_ 0.1810389_ 1.2550490),(0.1318001_ 0.1028000_ 0.9615002),7.368107,8.208211,7.805321,6.102667,(-0.5983906_ -0.0100140_ -0.8011420),(0.0304290_ 0.9989164_ -0.0352142),(0.8006265_ -0.0454498_ -0.5974375),(-1.7237780_ -0.4601855_ 2.6009870):(-1.7633440_ -0.4618520_ 2.5494970),1:1,(-0.0213403_ 0.9106306_ 0.0325159_ 0.4113871):(-0.0268342_ 0.9281657_ 0.0507566_ 0.3677121),(0.7478556_ 0.0767782_ -0.6594069):(0.6798714_ 0.1139556_ -0.7244234),False:False,4.6300000:4.5400000,Good
3254,99,03/15/2023 10:04:15.7079 PM,630.0463,(-1.7435810_ -0.4609972_ 2.5751810),(2.5936840_ 126.7545000_ 359.4160000),(0.0055867_ 0.8937876_ -0.0225156_ 0.4478903),0.75,(-0.8297602_ -0.3397429_ 1.6903500),(-1.0498220_ -0.4031606_ 1.8912390),(0.1602876_ 0.1798657_ 1.2548520),(0.1318002_ 0.1028000_ 0.9615009),7.279216,8.156997,7.805323,6.102664,(-0.5987265_ -0.0101824_ -0.8008892),(0.0301558_ 0.9989237_ -0.0352439),(0.8003860_ -0.0452529_ -0.5977751),(-1.7238660_ -0.4601683_ 2.6008630):(-1.7634620_ -0.4618229_ 2.5494020),1:1,(-0.0210305_ 0.9102818_ 0.0320115_ 0.4122138):(-0.0267159_ 0.9280849_ 0.0507251_ 0.3679291),(0.7491150_ 0.0756170_ -0.6581104):(0.6802285_ 0.1138135_ -0.7241107),False:False,4.6200000:4.5400000,Good
3255,99,03/15/2023 10:04:15.7251 PM,630.0636,(-1.7436720_ -0.4610268_ 2.5751730),(2.5822100_ 126.7389000_ 359.3922000),(0.0053597_ 0.8937294_ -0.0225182_ 0.4480090),0.75,(-0.8296428_ -0.3396636_ 1.6906140),(-1.0497630_ -0.4030519_ 1.8913960),(0.1602170_ 0.1797878_ 1.2548430),(0.1318001_ 0.1028000_ 0.9615004),7.276095,8.153571,7.805315,6.102666,(-0.5985186_ -0.0105964_ -0.8010390),(0.0297570_ 0.9989284_ -0.0354480),(0.8005562_ -0.0450528_ -0.5975620),(-1.7239650_ -0.4601727_ 2.6009030):(-1.7635470_ -0.4618442_ 2.5494320),1:1,(-0.0211734_ 0.9102259_ 0.0319927_ 0.4123310):(-0.0268603_ 0.9280357_ 0.0506990_ 0.3680461),(0.7492739_ 0.0757022_ -0.6579190):(0.6803962_ 0.1138727_ -0.7239434),False:False,4.6200000:4.5400000,Good
3256,99,03/15/2023 10:04:15.7408 PM,630.0797,(-1.7436790_ -0.4608914_ 2.5751220),(2.5811680_ 126.7506000_ 359.4086000),(0.0054813_ 0.8937744_ -0.0224465_ 0.4479212),0.75,(-0.8302549_ -0.3398598_ 1.6896520),(-1.0498910_ -0.4028609_ 1.8912260),(0.1611062_ 0.1794007_ 1.2549540),(0.1318000_ 0.1028000_ 0.9615005),7.3154,8.13554,7.805312,6.102665,(-0.5986732_ -0.0103105_ -0.8009272),(0.0299066_ 0.9989322_ -0.0352139),(0.8004351_ -0.0450346_ -0.5977256),(-1.7240010_ -0.4600406_ 2.6007430):(-1.7635750_ -0.4616625_ 2.5492430),1:1,(-0.0210547_ 0.9105604_ 0.0326964_ 0.4115429):(-0.0261475_ 0.9280730_ 0.0500832_ 0.3680878),(0.7480925_ 0.0768739_ -0.6591269):(0.6806055_ 0.1122108_ -0.7240063),False:False,4.6300000:4.5500000,Good
3257,99,03/15/2023 10:04:15.7579 PM,630.0967,(-1.7437360_ -0.4608451_ 2.5750630),(2.5670460_ 126.7401000_ 359.3872000),(0.0052609_ 0.8937367_ -0.0224197_ 0.4480006),0.75,(-0.8303736_ -0.3399146_ 1.6895690),(-1.0498590_ -0.4026263_ 1.8912740),(0.1613311_ 0.1790507_ 1.2549370),(0.1317999_ 0.1028000_ 0.9615005),7.325596,8.119986,7.805308,6.102666,(-0.5985358_ -0.0106843_ -0.8010250),(0.0294919_ 0.9989393_ -0.0353608),(0.8005532_ -0.0447884_ -0.5975858),(-1.7239820_ -0.4599946_ 2.6008080):(-1.7635590_ -0.4616673_ 2.5493130),1:1,(-0.0214051_ 0.9105824_ 0.0325263_ 0.4114894):(-0.0264884_ 0.9280971_ 0.0498972_ 0.3680277),(0.7479976_ 0.0768517_ -0.6592370):(0.6804875_ 0.1121158_ -0.7241319),False:False,4.6300000:4.5500000,Good
3258,99,03/15/2023 10:04:15.7749 PM,630.1133,(-1.7437220_ -0.4607183_ 2.5750730),(2.5913920_ 126.7529000_ 359.4016000),(0.0054659_ 0.8937823_ -0.0225539_ 0.4479004),0.75,(-0.8308123_ -0.3400631_ 1.6889490),(-1.0499620_ -0.4028763_ 1.8911330),(0.1618668_ 0.1792760_ 1.2549250),(0.1318001_ 0.1028000_ 0.9615003),7.349726,8.130142,7.80532,6.102667,(-0.5987108_ -0.0104331_ -0.8008974),(0.0299745_ 0.9989229_ -0.0354202),(0.8004043_ -0.0452129_ -0.5977532),(-1.7239240_ -0.4599560_ 2.6007720):(-1.7635220_ -0.4616145_ 2.5492680),1:1,(-0.0207353_ 0.9110731_ 0.0316757_ 0.4105026):(-0.0267794_ 0.9278703_ 0.0507244_ 0.3684652),(0.7466821_ 0.0747414_ -0.6609684):(0.6810590_ 0.1138659_ -0.7233208),False:False,4.6300000:4.5600000,Good
3259,99,03/15/2023 10:04:15.7910 PM,630.1296,(-1.7437600_ -0.4608782_ 2.5750490),(2.5542440_ 126.7435000_ 359.4224000),(0.0054843_ 0.8937504_ -0.0221826_ 0.4479823),0.75,(-0.8309658_ -0.3393473_ 1.6889410),(-1.0498940_ -0.4023625_ 1.8912740),(0.1621940_ 0.1792753_ 1.2548730),(0.1317999_ 0.1028000_ 0.9615003),7.364728,8.130452,7.805306,6.102666,(-0.5985637_ -0.0100717_ -0.8010121),(0.0296780_ 0.9989557_ -0.0347378),(0.8005255_ -0.0445652_ -0.5976397),(-1.7239160_ -0.4601254_ 2.6008050):(-1.7635250_ -0.4617212_ 2.5493080),1:1,(-0.0204400_ 0.9110969_ 0.0321540_ 0.4104274):(-0.0265044_ 0.9278799_ 0.0512156_ 0.3683930),(0.7465638_ 0.0753691_ -0.6610308):(0.6809341_ 0.1145720_ -0.7233272),False:False,4.6300000:4.5600000,Good
3260,99,03/15/2023 10:04:15.8079 PM,630.1464,(-1.7437900_ -0.4607466_ 2.5749300),(2.5958560_ 126.7263000_ 359.4325000),(0.0057296_ 0.8936760_ -0.0224666_ 0.4481135),0.75,(-0.8292379_ -0.3399334_ 1.6908530),(-1.0496730_ -0.4029083_ 1.8913530),(0.1599246_ 0.1794247_ 1.2549200),(0.1318001_ 0.1028000_ 0.9615003),7.262516,8.136834,7.805316,6.102666,(-0.5983230_ -0.0098944_ -0.8011940),(0.0303759_ 0.9989249_ -0.0350208),(0.8006791_ -0.0452907_ -0.5973792),(-1.7239690_ -0.4598560_ 2.6006260):(-1.7635440_ -0.4614502_ 2.5491130),1:1,(-0.0200054_ 0.9106452_ 0.0311420_ 0.4115279):(-0.0267309_ 0.9274970_ 0.0515647_ 0.3692911),(0.7482658_ 0.0731841_ -0.6593499):(0.6822760_ 0.1153952_ -0.7219304),False:False,4.6400000:4.5900000,Good
3261,99,03/15/2023 10:04:15.8252 PM,630.1636,(-1.7437880_ -0.4606508_ 2.5748430),(2.5055860_ 126.7074000_ 359.4176000),(0.0052638_ 0.8936169_ -0.0218201_ 0.4482690),0.75,(-0.8294218_ -0.3381470_ 1.6909130),(-1.0495370_ -0.4013265_ 1.8915290),(0.1602896_ 0.1791694_ 1.2548350),(0.1318001_ 0.1028000_ 0.9615000),7.279404,8.125951,7.805323,6.102668,(-0.5980544_ -0.0101549_ -0.8013911),(0.0289701_ 0.9989923_ -0.0342784),(0.8009317_ -0.0437168_ -0.5971576),(-1.7239610_ -0.4598157_ 2.6006440):(-1.7635250_ -0.4615369_ 2.5491270),1:1,(-0.0212589_ 0.9106032_ 0.0314088_ 0.4115381):(-0.0279953_ 0.9274545_ 0.0517737_ 0.3692749),(0.7481603_ 0.0746996_ -0.6593001):(0.6820726_ 0.1167114_ -0.7219113),False:False,4.6400000:4.5900000,Good
3262,99,03/15/2023 10:04:15.8411 PM,630.18,(-1.7435850_ -0.4607516_ 2.5748630),(2.5585630_ 126.7268000_ 359.3810000),(0.0051821_ 0.8936863_ -0.0223772_ 0.4481041),0.75,(-0.8293000_ -0.3390754_ 1.6902370),(-1.0495640_ -0.4024043_ 1.8912320),(0.1603508_ 0.1796252_ 1.2551130),(0.1318000_ 0.1028000_ 0.9615003),7.280556,8.144564,7.805313,6.102667,(-0.5983518_ -0.0107923_ -0.8011608),(0.0293169_ 0.9989448_ -0.0353521),(0.8006970_ -0.0446405_ -0.5974041),(-1.7238220_ -0.4598651_ 2.6004700):(-1.7634110_ -0.4615286_ 2.5489770),1:1,(-0.0207869_ 0.9105064_ 0.0313456_ 0.4117809):(-0.0273169_ 0.9277024_ 0.0515273_ 0.3687373),(0.7485551_ 0.0742001_ -0.6589080):(0.6813418_ 0.1157495_ -0.7227558),False:False,4.6500000:4.5900000,Good
3263,99,03/15/2023 10:04:15.8584 PM,630.1968,(-1.7436640_ -0.4606369_ 2.5747690),(2.5469210_ 126.7251000_ 359.4540000),(0.0057058_ 0.8936778_ -0.0220010_ 0.4481332),0.75,(-0.8289497_ -0.3381951_ 1.6907800),(-1.0495480_ -0.4019246_ 1.8912650),(0.1598458_ 0.1799219_ 1.2550730),(0.1318000_ 0.1028000_ 0.9615000),7.258102,8.158095,7.805315,6.102669,(-0.5982882_ -0.0095204_ -0.8012244),(0.0299171_ 0.9989668_ -0.0342096),(0.8007223_ -0.0444375_ -0.5973852),(-1.7239300_ -0.4598406_ 2.6004490):(-1.7634960_ -0.4614207_ 2.5489360),1:1,(-0.0203456_ 0.9103966_ 0.0318627_ 0.4120062):(-0.0269052_ 0.9275901_ 0.0520627_ 0.3689747),(0.7488815_ 0.0747805_ -0.6584717):(0.6817131_ 0.1164403_ -0.7222944),False:False,4.6500000:4.5900000,Good
3264,99,03/15/2023 10:04:15.8748 PM,630.2133,(-1.7435490_ -0.4606674_ 2.5750470),(2.5510150_ 126.7061000_ 359.4416000),(0.0056286_ 0.8936037_ -0.0220806_ 0.4482782),0.75,(-0.8301880_ -0.3410204_ 1.6897210),(-1.0492180_ -0.4020528_ 1.8917530),(0.1621309_ 0.1772616_ 1.2548460),(0.1318001_ 0.1028000_ 0.9615005),7.362046,8.040495,7.805319,6.102665,(-0.5980302_ -0.0097370_ -0.8014145),(0.0298559_ 0.9989615_ -0.0344162),(0.8009174_ -0.0445089_ -0.5971185),(-1.7237440_ -0.4597966_ 2.6007730):(-1.7633120_ -0.4614175_ 2.5492470),1:1,(-0.0201361_ 0.9110526_ 0.0310902_ 0.4106229):(-0.0265233_ 0.9276819_ 0.0507250_ 0.3689579),(0.7469460_ 0.0731862_ -0.6608446):(0.6818603_ 0.1136853_ -0.7225943),False:False,4.6600000:4.5800000,Good
