frame,PathIDX,timestamp,seconds,head_pos,head_euler,head_quaternion,gaze_confidence,gaze_pos,target_pos,gaze_vector,target_vector,gaze_vis_x,gaze_vis_y,target_vis_x,target_vis_y,local_x_axis,local_y_axis,local_z_axis,left_right_eye_center,left_right_eye_center_confidence,left_right_eye_gaze,left_right_eye_forward_gaze,left_right_eye_is_blinking,left_right_eye_pupil_size,calibration_status
3208,99,03/15/2023 10:04:14.9399 PM,629.2788,(-1.7428040_ -0.4616157_ 2.5748360),(2.6357980_ 126.7613000_ 359.3557000),(0.0052799_ 0.8938101_ -0.0230800_ 0.4478202),0.75,(-0.8317426_ -0.3285336_ 1.6831070),(-1.0491600_ -0.4046280_ 1.8907060),(0.1669840_ 0.1929390_ 1.2561110),(0.1318001_ 0.1028000_ 0.9615002),7.572347,8.7324,7.805317,6.102668,(-0.5988584_ -0.0112329_ -0.8007762),(0.0301099_ 0.9988789_ -0.0365293),(0.8002887_ -0.0459871_ -0.5978488),(-1.7230040_ -0.4607964_ 2.6004520):(-1.7626990_ -0.4624514_ 2.5490330),1:1,(-0.0240039_ 0.9113721_ 0.0368838_ 0.4092243):(-0.0287486_ 0.9286687_ 0.0536226_ 0.3658865),(0.7441404_ 0.0868756_ -0.6623507):(0.6764914_ 0.1206327_ -0.7265040),False:False,4.3900000:4.2200000,Good
3209,99,03/15/2023 10:04:14.9579 PM,629.2963,(-1.7428400_ -0.4615291_ 2.5747220),(2.6145790_ 126.7606000_ 359.3408000),(0.0050804_ 0.8938114_ -0.0229729_ 0.4478254),0.75,(-0.8316298_ -0.3276733_ 1.6832500),(-1.0492220_ -0.4042187_ 1.8905940),(0.1666504_ 0.1932854_ 1.2561100),(0.1318001_ 0.1028000_ 0.9615000),7.5574,8.747844,7.805323,6.10267,(-0.5988531_ -0.0114938_ -0.8007763),(0.0296576_ 0.9988928_ -0.0365166),(0.8003095_ -0.0456172_ -0.5978492),(-1.7230090_ -0.4607353_ 2.6003630):(-1.7626910_ -0.4624120_ 2.5489340),1:1,(-0.0243153_ 0.9113118_ 0.0371013_ 0.4093202):(-0.0290717_ 0.9286104_ 0.0538248_ 0.3659786),(0.7442324_ 0.0875272_ -0.6621609):(0.6765736_ 0.1212438_ -0.7263250),False:False,4.3900000:4.2200000,Good
3210,99,03/15/2023 10:04:14.9740 PM,629.3123,(-1.7429020_ -0.4614893_ 2.5748130),(2.6142810_ 126.7935000_ 359.3285000),(0.0049769_ 0.8939407_ -0.0230200_ 0.4475660),0.75,(-0.8323219_ -0.3293447_ 1.6831300),(-1.0496920_ -0.4042024_ 1.8902690),(0.1664481_ 0.1915904_ 1.2559080),(0.1318001_ 0.1028000_ 0.9615006),7.549532,8.673674,7.805314,6.102665,(-0.5993201_ -0.0117078_ -0.8004241),(0.0295040_ 0.9988906_ -0.0367020),(0.7999659_ -0.0456120_ -0.5983098),(-1.7230960_ -0.4606709_ 2.6004560):(-1.7628250_ -0.4623141_ 2.5490430),1:1,(-0.0240893_ 0.9116905_ 0.0373015_ 0.4084713):(-0.0282204_ 0.9285290_ 0.0525788_ 0.3664328),(0.7430016_ 0.0876945_ -0.6635196):(0.6775194_ 0.1183237_ -0.7259248),False:False,4.4000000:4.2600000,Good
3211,99,03/15/2023 10:04:14.9913 PM,629.3297,(-1.7429220_ -0.4615074_ 2.5747500),(2.6203740_ 126.7915000_ 359.3397000),(0.0050888_ 0.8939314_ -0.0230235_ 0.4475832),0.75,(-0.8319640_ -0.3299450_ 1.6833960),(-1.0496710_ -0.4042971_ 1.8902420),(0.1660458_ 0.1911091_ 1.2560150),(0.1318000_ 0.1028000_ 0.9615004),7.530862,8.651492,7.805312,6.102666,(-0.5992870_ -0.0115117_ -0.8004516),(0.0297080_ 0.9988880_ -0.0366075),(0.7999830_ -0.0457182_ -0.5982786),(-1.7231120_ -0.4607483_ 2.6004320):(-1.7628240_ -0.4623915_ 2.5490060),1:1,(-0.0239983_ 0.9116251_ 0.0371154_ 0.4086393):(-0.0281241_ 0.9284738_ 0.0523967_ 0.3666059),(0.7432703_ 0.0872839_ -0.6632726):(0.6778207_ 0.1179188_ -0.7257092),False:False,4.4000000:4.2600000,Good
3212,99,03/15/2023 10:04:15.0071 PM,629.3455,(-1.7428660_ -0.4615582_ 2.5748710),(2.6248970_ 126.7561000_ 359.3524000),(0.0052123_ 0.8937919_ -0.0230078_ 0.4478612),0.75,(-0.8307424_ -0.3309515_ 1.6850900),(-1.0491740_ -0.4043947_ 1.8908060),(0.1649208_ 0.1901986_ 1.2559320),(0.1317999_ 0.1028000_ 0.9615002),7.480906,8.611451,7.805311,6.102666,(-0.5987865_ -0.0112912_ -0.8008292),(0.0299259_ 0.9988869_ -0.0364596),(0.8003495_ -0.0457971_ -0.5977821),(-1.7230990_ -0.4607369_ 2.6005460):(-1.7627710_ -0.4623773_ 2.5490800),1:1,(-0.0235538_ 0.9115633_ 0.0366061_ 0.4088493):(-0.0279724_ 0.9280056_ 0.0523114_ 0.3678137),(0.7436597_ 0.0859974_ -0.6630049):(0.6797398_ 0.1176678_ -0.7239536),False:False,4.4000000:4.2800000,Good
3213,99,03/15/2023 10:04:15.0241 PM,629.3622,(-1.7429210_ -0.4615230_ 2.5747670),(2.6191320_ 126.7471000_ 359.3380000),(0.0050798_ 0.8937584_ -0.0230184_ 0.4479291),0.75,(-0.8300850_ -0.3305962_ 1.6857950),(-1.0491420_ -0.4042956_ 1.8907950),(0.1639949_ 0.1904258_ 1.2559970),(0.1318000_ 0.1028000_ 0.9615005),7.438998,8.621142,7.805312,6.102666,(-0.5986676_ -0.0115410_ -0.8009145),(0.0297015_ 0.9988887_ -0.0365950),(0.8004469_ -0.0456966_ -0.5976596),(-1.7231300_ -0.4607050_ 2.6005330):(-1.7627580_ -0.4623810_ 2.5490350),1:1,(-0.0238900_ 0.9113891_ 0.0366131_ 0.4092174):(-0.0283154_ 0.9278491_ 0.0523024_ 0.3681834),(0.7441632_ 0.0862900_ -0.6624017):(0.6802753_ 0.1179079_ -0.7234112),False:False,4.4000000:4.2800000,Good
3214,99,03/15/2023 10:04:15.0401 PM,629.379,(-1.7429860_ -0.4615194_ 2.5749180),(2.6350040_ 126.7391000_ 359.3465000),(0.0052091_ 0.8937239_ -0.0231089_ 0.4479916),0.75,(-0.8296533_ -0.3314397_ 1.6866820),(-1.0490880_ -0.4045398_ 1.8910450),(0.1633189_ 0.1898922_ 1.2559170),(0.1317999_ 0.1028000_ 0.9615005),7.409142,8.597887,7.805308,6.102666,(-0.5985528_ -0.0113941_ -0.8010024),(0.0300163_ 0.9988777_ -0.0366387),(0.8005210_ -0.0459733_ -0.5975391),(-1.7232290_ -0.4607327_ 2.6005320):(-1.7628650_ -0.4623816_ 2.5490420),1:1,(-0.0235452_ 0.9112099_ 0.0363094_ 0.4096633):(-0.0280455_ 0.9277570_ 0.0521823_ 0.3684533),(0.7448688_ 0.0854621_ -0.6617159):(0.6807433_ 0.1174920_ -0.7230390),False:False,4.4100000:4.2800000,Good
3215,99,03/15/2023 10:04:15.0576 PM,629.3958,(-1.7430240_ -0.4615047_ 2.5747940),(2.6042120_ 126.7213000_ 359.3414000),(0.0050525_ 0.8936593_ -0.0228879_ 0.4481336),0.75,(-0.8292148_ -0.3307091_ 1.6872110),(-1.0489440_ -0.4040183_ 1.8911490),(0.1628864_ 0.1899395_ 1.2559250),(0.1317998_ 0.1028000_ 0.9615002),7.38969,8.59994,7.805304,6.102668,(-0.5983016_ -0.0114833_ -0.8011887),(0.0295441_ 0.9989012_ -0.0363797),(0.8007262_ -0.0454364_ -0.5973049),(-1.7233360_ -0.4606471_ 2.6004340):(-1.7629390_ -0.4622777_ 2.5489180),1:1,(-0.0235433_ 0.9110700_ 0.0365754_ 0.4099506):(-0.0280608_ 0.9276254_ 0.0524471_ 0.3687453),(0.7452651_ 0.0859487_ -0.6612055):(0.6811715_ 0.1179970_ -0.7225525),False:False,4.4100000:4.2800000,Good
3216,99,03/15/2023 10:04:15.0747 PM,629.4132,(-1.7431620_ -0.4614972_ 2.5748710),(2.6126910_ 126.7003000_ 359.3465000),(0.0051299_ 0.8935757_ -0.0229330_ 0.4482971),0.75,(-0.8301975_ -0.3335430_ 1.6866820),(-1.0488200_ -0.4041417_ 1.8914820),(0.1643872_ 0.1872720_ 1.2556530),(0.1318000_ 0.1028000_ 0.9615003),7.458613,8.482748,7.805313,6.102666,(-0.5980068_ -0.0113937_ -0.8014101),(0.0297296_ 0.9988955_ -0.0363854),(0.8009396_ -0.0455843_ -0.5970076),(-1.7233090_ -0.4606863_ 2.6005600):(-1.7629380_ -0.4623296_ 2.5490750),1:1,(-0.0231541_ 0.9110100_ 0.0356083_ 0.4101909):(-0.0275466_ 0.9281154_ 0.0514674_ 0.3676875),(0.7457271_ 0.0838741_ -0.6609507):(0.6796773_ 0.1157925_ -0.7243140),False:False,4.4300000:4.2900000,Good
3217,99,03/15/2023 10:04:15.0909 PM,629.4293,(-1.7432190_ -0.4613636_ 2.5747960),(2.6332680_ 126.7104000_ 359.3506000),(0.0052407_ 0.8936118_ -0.0230778_ 0.4482164),0.75,(-0.8300067_ -0.3338762_ 1.6869830),(-1.0489760_ -0.4043451_ 1.8912780),(0.1637284_ 0.1872372_ 1.2556100),(0.1318000_ 0.1028000_ 0.9615002),7.429309,8.481478,7.805314,6.102666,(-0.5981492_ -0.0113215_ -0.8013048),(0.0300539_ 0.9988799_ -0.0365472),(0.8008211_ -0.0459430_ -0.5971390),(-1.7235020_ -0.4605408_ 2.6005530):(-1.7631120_ -0.4621904_ 2.5490530),1:1,(-0.0231176_ 0.9109384_ 0.0354203_ 0.4103684):(-0.0275050_ 0.9280548_ 0.0512809_ 0.3678695),(0.7460029_ 0.0835050_ -0.6606863):(0.6799851_ 0.1154195_ -0.7240845),False:False,4.4300000:4.2900000,Good
3218,99,03/15/2023 10:04:15.1070 PM,629.4454,(-1.7435330_ -0.4611794_ 2.5747720),(2.5894500_ 126.7056000_ 359.3631000),(0.0051672_ 0.8935996_ -0.0226872_ 0.4482616),0.75,(-0.8305570_ -0.3324021_ 1.6867990),(-1.0492540_ -0.4033940_ 1.8913540),(0.1641394_ 0.1875292_ 1.2555860),(0.1318001_ 0.1028000_ 0.9615006),7.447893,8.494674,7.805318,6.102666,(-0.5980698_ -0.0111047_ -0.8013673),(0.0295745_ 0.9989172_ -0.0359139),(0.8008983_ -0.0451791_ -0.5970938),(-1.7238160_ -0.4603034_ 2.6004310):(-1.7634470_ -0.4619182_ 2.5489750),1:1,(-0.0227237_ 0.9108596_ 0.0351343_ 0.4105897):(-0.0278760_ 0.9281256_ 0.0525848_ 0.3674788),(0.7463824_ 0.0826650_ -0.6603633):(0.6792012_ 0.1180982_ -0.7243882),False:False,4.4300000:4.3000000,Good
3219,99,03/15/2023 10:04:15.1248 PM,629.4633,(-1.7434650_ -0.4612260_ 2.5747510),(2.6078060_ 126.7167000_ 359.4021000),(0.0055412_ 0.8936380_ -0.0226782_ 0.4481809),0.75,(-0.8305312_ -0.3328355_ 1.6867550),(-1.0492580_ -0.4036593_ 1.8912410),(0.1640672_ 0.1874317_ 1.2555560),(0.1318001_ 0.1028000_ 0.9615003),7.444829,8.490522,7.805316,6.102667,(-0.5982064_ -0.0104243_ -0.8012744),(0.0302315_ 0.9989100_ -0.0355653),(0.8007717_ -0.0454991_ -0.5972391),(-1.7237840_ -0.4603887_ 2.6004420):(-1.7634210_ -0.4619672_ 2.5489900),1:1,(-0.0223929_ 0.9108818_ 0.0351108_ 0.4105608):(-0.0275439_ 0.9281453_ 0.0525768_ 0.3674551),(0.7463723_ 0.0823508_ -0.6604142):(0.6792071_ 0.1178402_ -0.7244248),False:False,4.4300000:4.3000000,Good
3220,99,03/15/2023 10:04:15.1404 PM,629.4794,(-1.7432800_ -0.4610933_ 2.5748730),(2.6070620_ 126.7368000_ 359.3919000),(0.0054548_ 0.8937173_ -0.0227132_ 0.4480220),0.75,(-0.8307086_ -0.3331922_ 1.6865870),(-1.0493260_ -0.4035378_ 1.8911060),(0.1640446_ 0.1869531_ 1.2555220),(0.1317999_ 0.1028000_ 0.9615004),7.444011,8.469383,7.805309,6.102665,(-0.5984931_ -0.0106019_ -0.8010579),(0.0301022_ 0.9989087_ -0.0357106),(0.8005623_ -0.0454861_ -0.5975208),(-1.7235660_ -0.4602495_ 2.6005190):(-1.7632060_ -0.4618746_ 2.5490710),1:1,(-0.0221130_ 0.9111469_ 0.0341334_ 0.4100699):(-0.0280556_ 0.9280258_ 0.0530533_ 0.3676498),(0.7457582_ 0.0803369_ -0.6613555):(0.6794002_ 0.1190989_ -0.7240382),False:False,4.4500000:4.3400000,Good
3221,99,03/15/2023 10:04:15.1583 PM,629.4966,(-1.7433600_ -0.4610500_ 2.5747910),(2.6005640_ 126.7264000_ 359.4128000),(0.0055940_ 0.8936768_ -0.0225805_ 0.4481077),0.75,(-0.8306568_ -0.3332301_ 1.6866880),(-1.0492640_ -0.4033366_ 1.8911820),(0.1641182_ 0.1866684_ 1.2555130),(0.1317998_ 0.1028000_ 0.9615000),7.447367,8.456727,7.805305,6.102668,(-0.5983362_ -0.0102385_ -0.8011796),(0.0302355_ 0.9989176_ -0.0353459),(0.8006744_ -0.0453728_ -0.5973791),(-1.7236290_ -0.4602034_ 2.6005190):(-1.7632630_ -0.4618264_ 2.5490670),1:1,(-0.0220837_ 0.9111245_ 0.0341086_ 0.4101236):(-0.0280265_ 0.9280063_ 0.0530296_ 0.3677052),(0.7458408_ 0.0802685_ -0.6612712):(0.6794930_ 0.1190345_ -0.7239623),False:False,4.4500000:4.3400000,Good
3222,99,03/15/2023 10:04:15.1751 PM,629.5133,(-1.7434230_ -0.4611193_ 2.5747800),(2.6046580_ 126.7319000_ 359.4054000),(0.0055515_ 0.8936980_ -0.0226415_ 0.4480629),0.75,(-0.8319752_ -0.3360889_ 1.6854660),(-1.0493970_ -0.4034920_ 1.8910920),(0.1657225_ 0.1839973_ 1.2553600),(0.1318001_ 0.1028000_ 0.9615000),7.52024,8.33843,7.805319,6.102668,(-0.5984176_ -0.0103670_ -0.8011173),(0.0302124_ 0.9989131_ -0.0354945),(0.8006145_ -0.0454442_ -0.5974540),(-1.7237360_ -0.4602816_ 2.6003830):(-1.7633520_ -0.4619035_ 2.5489220),1:1,(-0.0216946_ 0.9112909_ 0.0336764_ 0.4098102):(-0.0271320_ 0.9284477_ 0.0516907_ 0.3668473),(0.7454514_ 0.0791593_ -0.6618434):(0.6783922_ 0.1158909_ -0.7255027),False:False,4.4600000:4.3400000,Good
3223,99,03/15/2023 10:04:15.1920 PM,629.5303,(-1.7434300_ -0.4610515_ 2.5747260),(2.5975580_ 126.7217000_ 359.4019000),(0.0054985_ 0.8936595_ -0.0225993_ 0.4481426),0.75,(-0.8317048_ -0.3358127_ 1.6858420),(-1.0492930_ -0.4033127_ 1.8911600),(0.1654238_ 0.1840541_ 1.2553090),(0.1317998_ 0.1028000_ 0.9615002),7.507146,8.341307,7.805304,6.102667,(-0.5982760_ -0.0104280_ -0.8012223),(0.0300830_ 0.9989181_ -0.0354640),(0.8007252_ -0.0453204_ -0.5973150),(-1.7237560_ -0.4602626_ 2.6004420):(-1.7633540_ -0.4618862_ 2.5489670),1:1,(-0.0217608_ 0.9112173_ 0.0337577_ 0.4099639):(-0.0272051_ 0.9283800_ 0.0517681_ 0.3670026),(0.7456632_ 0.0793634_ -0.6615809):(0.6786190_ 0.1160896_ -0.7252589),False:False,4.4600000:4.3400000,Good
3224,99,03/15/2023 10:04:15.2078 PM,629.5462,(-1.7434160_ -0.4610800_ 2.5747600),(2.5863770_ 126.7150000_ 359.4109000),(0.0055259_ 0.8936344_ -0.0224768_ 0.4481984),0.75,(-0.8309892_ -0.3357404_ 1.6865660),(-1.0491980_ -0.4031321_ 1.8912950),(0.1646301_ 0.1838814_ 1.2554710),(0.1318002_ 0.1028000_ 0.9615003),7.47058,8.332533,7.805324,6.102666,(-0.5981754_ -0.0102719_ -0.8012995),(0.0300243_ 0.9989285_ -0.0352187),(0.8008026_ -0.0451255_ -0.5972260),(-1.7237270_ -0.4601950_ 2.6003600):(-1.7633240_ -0.4617760_ 2.5488950),1:1,(-0.0216534_ 0.9107900_ 0.0338297_ 0.4109115):(-0.0269872_ 0.9284629_ 0.0518169_ 0.3668015),(0.7470431_ 0.0794187_ -0.6600144):(0.6783264_ 0.1160181_ -0.7255431),False:False,4.4900000:4.3600000,Good
3225,99,03/15/2023 10:04:15.2314 PM,629.5674,(-1.7435370_ -0.4609605_ 2.5746920),(2.5808900_ 126.7189000_ 359.4336000),(0.0056811_ 0.8936495_ -0.0223452_ 0.4481730),0.75,(-0.8310598_ -0.3350477_ 1.6867810),(-1.0493430_ -0.4028675_ 1.8912140),(0.1643562_ 0.1842597_ 1.2553450),(0.1317999_ 0.1028000_ 0.9615001),7.45903,8.350254,7.805312,6.102667,(-0.5982175_ -0.0098751_ -0.8012730),(0.0301829_ 0.9989368_ -0.0348452),(0.8007652_ -0.0450298_ -0.5972834),(-1.7240120_ -0.4601560_ 2.6002770):(-1.7635900_ -0.4617850_ 2.5487980),1:1,(-0.0221314_ 0.9107085_ 0.0339257_ 0.4110590):(-0.0274723_ 0.9283888_ 0.0518893_ 0.3669432),(0.7472082_ 0.0799874_ -0.6597596):(0.6784809_ 0.1165084_ -0.7253211),False:False,4.4900000:4.3600000,Good
3226,99,03/15/2023 10:04:15.2409 PM,629.5798,(-1.7434640_ -0.4610741_ 2.5746290),(2.5749810_ 126.7062000_ 359.4224000),(0.0055732_ 0.8936012_ -0.0223423_ 0.4482707),0.75,(-0.8309898_ -0.3365785_ 1.6871040),(-1.0491360_ -0.4029074_ 1.8912930),(0.1643085_ 0.1827341_ 1.2551570),(0.1317999_ 0.1028000_ 0.9615003),7.457995,8.283302,7.805309,6.102666,(-0.5980448_ -0.0100703_ -0.8013995),(0.0299912_ 0.9989395_ -0.0349335),(0.8009014_ -0.0449268_ -0.5971085),(-1.7236390_ -0.4602705_ 2.6003810):(-1.7632720_ -0.4618551_ 2.5489460),1:1,(-0.0213091_ 0.9109295_ 0.0332956_ 0.4106638):(-0.0269998_ 0.9282708_ 0.0518658_ 0.3672795),(0.7467526_ 0.0781615_ -0.6604933):(0.6790689_ 0.1161240_ -0.7248313),False:False,4.5000000:4.3700000,Good
3227,99,03/15/2023 10:04:15.2587 PM,629.5974,(-1.7435240_ -0.4609877_ 2.5746100),(2.5891520_ 126.7041000_ 359.4207000),(0.0056158_ 0.8935910_ -0.0224593_ 0.4482847),0.75,(-0.8303986_ -0.3365597_ 1.6877540),(-1.0491620_ -0.4030637_ 1.8912890),(0.1634204_ 0.1829783_ 1.2552320),(0.1317999_ 0.1028000_ 0.9615003),7.417697,8.29373,7.80531,6.102666,(-0.5980188_ -0.0100998_ -0.8014185),(0.0301729_ 0.9989281_ -0.0351039),(0.8009140_ -0.0451739_ -0.5970730),(-1.7238240_ -0.4602100_ 2.6002780):(-1.7634110_ -0.4618129_ 2.5488090),1:1,(-0.0214495_ 0.9107518_ 0.0332228_ 0.4110567):(-0.0271452_ 0.9281136_ 0.0517848_ 0.3676776),(0.7473159_ 0.0781494_ -0.6598577):(0.6796818_ 0.1160857_ -0.7242634),False:False,4.5000000:4.3700000,Good
3228,99,03/15/2023 10:04:15.2746 PM,629.6131,(-1.7434790_ -0.4609448_ 2.5746160),(2.5797070_ 126.7081000_ 359.4361000),(0.0056980_ 0.8936071_ -0.0223257_ 0.4482582),0.75,(-0.8302798_ -0.3362265_ 1.6879670),(-1.0491540_ -0.4028261_ 1.8912730),(0.1631722_ 0.1830122_ 1.2551950),(0.1317999_ 0.1028000_ 0.9615005),7.406771,8.295485,7.805308,6.102666,(-0.5980643_ -0.0098319_ -0.8013879),(0.0301989_ 0.9989382_ -0.0347926),(0.8008791_ -0.0450092_ -0.5971324),(-1.7237300_ -0.4601715_ 2.6002630):(-1.7633110_ -0.4617482_ 2.5487910),1:1,(-0.0213722_ 0.9106262_ 0.0335166_ 0.4113151):(-0.0269402_ 0.9281756_ 0.0518644_ 0.3675251),(0.7476760_ 0.0786236_ -0.6593935):(0.6794612_ 0.1160808_ -0.7244712),False:False,4.5100000:4.4100000,Good
3229,99,03/15/2023 10:04:15.2928 PM,629.6302,(-1.7435130_ -0.4609151_ 2.5746090),(2.5847430_ 126.7062000_ 359.4338000),(0.0057000_ 0.8935990_ -0.0223740_ 0.4482720),0.75,(-0.8303366_ -0.3365269_ 1.6879590),(-1.0491640_ -0.4028867_ 1.8912840),(0.1632234_ 0.1827990_ 1.2551710),(0.1318000_ 0.1028000_ 0.9615003),7.40921,8.286111,7.805313,6.102666,(-0.5980395_ -0.0098723_ -0.8014059),(0.0302462_ 0.9989339_ -0.0348765),(0.8008958_ -0.0450970_ -0.5971032),(-1.7238000_ -0.4601640_ 2.6002850):(-1.7633800_ -0.4617586_ 2.5488120),1:1,(-0.0214451_ 0.9106288_ 0.0333616_ 0.4113182):(-0.0270058_ 0.9281816_ 0.0517062_ 0.3675273),(0.7476854_ 0.0784017_ -0.6594094):(0.6794714_ 0.1158363_ -0.7245010),False:False,4.5100000:4.4100000,Good
3230,99,03/15/2023 10:04:15.3078 PM,629.6463,(-1.7435100_ -0.4609315_ 2.5744570),(2.5764220_ 126.6828000_ 359.4306000),(0.0056473_ 0.8935090_ -0.0223203_ 0.4484546),0.75,(-0.8293999_ -0.3385694_ 1.6892380),(-1.0488930_ -0.4027703_ 1.8914160),(0.1620441_ 0.1805821_ 1.2551160),(0.1317999_ 0.1028000_ 0.9615004),7.356587,8.18735,7.805309,6.102666,(-0.5977131_ -0.0099275_ -0.8016486),(0.0301111_ 0.9989398_ -0.0348217),(0.8011445_ -0.0449519_ -0.5967805),(-1.7238270_ -0.4601213_ 2.6001050):(-1.7633820_ -0.4617055_ 2.5486260),1:1,(-0.0209778_ 0.9102952_ 0.0327178_ 0.4121315):(-0.0264744_ 0.9280663_ 0.0510242_ 0.3679523),(0.7489500_ 0.0768569_ -0.6581547):(0.6802667_ 0.1141902_ -0.7240157),False:False,4.5300000:4.4200000,Good
3231,99,03/15/2023 10:04:15.3249 PM,629.6633,(-1.7435610_ -0.4608641_ 2.5744000),(2.5812980_ 126.6835000_ 359.4538000),(0.0058474_ 0.8935097_ -0.0222675_ 0.4484532),0.75,(-0.8291925_ -0.3378083_ 1.6895710),(-1.0489220_ -0.4027311_ 1.8913790),(0.1616274_ 0.1813105_ 1.2550450),(0.1317999_ 0.1028000_ 0.9615000),7.338284,8.220381,7.805308,6.102669,(-0.5977111_ -0.0095225_ -0.8016550),(0.0304212_ 0.9989399_ -0.0345478),(0.8011342_ -0.0450369_ -0.5967878),(-1.7238690_ -0.4600855_ 2.6000950):(-1.7634040_ -0.4616941_ 2.5486010),1:1,(-0.0212969_ 0.9102095_ 0.0329015_ 0.4122894):(-0.0268051_ 0.9279860_ 0.0511916_ 0.3681072),(0.7491381_ 0.0774555_ -0.6578697):(0.6804522_ 0.1147444_ -0.7237530),False:False,4.5300000:4.4200000,Good
3232,99,03/15/2023 10:04:15.3405 PM,629.6795,(-1.7435980_ -0.4609031_ 2.5743180),(2.5758540_ 126.6998000_ 359.4381000),(0.0057001_ 0.8935755_ -0.0222874_ 0.4483232),0.75,(-0.8293726_ -0.3380105_ 1.6892590),(-1.0491760_ -0.4027149_ 1.8910800),(0.1614898_ 0.1810748_ 1.2551390),(0.1318001_ 0.1028000_ 0.9615004),7.331559,8.209233,7.805315,6.102666,(-0.5979478_ -0.0097970_ -0.8014753),(0.0301709_ 0.9989415_ -0.0347200),(0.8009672_ -0.0449420_ -0.5970193),(-1.7239010_ -0.4601107_ 2.6000050):(-1.7634440_ -0.4617233_ 2.5485110),1:1,(-0.0212345_ 0.9104504_ 0.0329417_ 0.4117577):(-0.0267236_ 0.9278612_ 0.0510735_ 0.3684444),(0.7483709_ 0.0774705_ -0.6587417):(0.6810008_ 0.1144705_ -0.7232811),False:False,4.5500000:4.4400000,Good
3233,99,03/15/2023 10:04:15.3582 PM,629.6966,(-1.7436130_ -0.4608785_ 2.5742960),(2.5765720_ 126.6764000_ 359.4593000),(0.0058728_ 0.8934826_ -0.0222089_ 0.4485098),0.75,(-0.8295033_ -0.3379191_ 1.6891390),(-1.0488870_ -0.4026532_ 1.8913710),(0.1622195_ 0.1810991_ 1.2550330),(0.1318001_ 0.1028000_ 0.9615003),7.364944,8.211008,7.805316,6.102666,(-0.5976088_ -0.0094272_ -0.8017324),(0.0304164_ 0.9989446_ -0.0344184),(0.8012107_ -0.0449545_ -0.5966914),(-1.7239620_ -0.4600441_ 2.5999510):(-1.7635100_ -0.4616398_ 2.5484600),1:1,(-0.0211136_ 0.9104695_ 0.0329969_ 0.4117171):(-0.0266045_ 0.9278768_ 0.0511343_ 0.3684051),(0.7483184_ 0.0774709_ -0.6588008):(0.6809483_ 0.1144952_ -0.7233264),False:False,4.5500000:4.4400000,Good
3234,99,03/15/2023 10:04:15.3744 PM,629.713,(-1.7435560_ -0.4609303_ 2.5744440),(2.5712380_ 126.6854000_ 359.4506000),(0.0057822_ 0.8935190_ -0.0222019_ 0.4484389),0.75,(-0.8301208_ -0.3392008_ 1.6886150),(-1.0489510_ -0.4026355_ 1.8914020),(0.1629499_ 0.1797805_ 1.2549910),(0.1318001_ 0.1028000_ 0.9615002),7.397979,8.152297,7.805322,6.102667,(-0.5977383_ -0.0095794_ -0.8016342),(0.0302454_ 0.9989473_ -0.0344897),(0.8011206_ -0.0448615_ -0.5968193),(-1.7237740_ -0.4601012_ 2.6000740):(-1.7633400_ -0.4616902_ 2.5486190),1:1,(-0.0207276_ 0.9103691_ 0.0322378_ 0.4120188):(-0.0264571_ 0.9282928_ 0.0510710_ 0.3673753),(0.7488420_ 0.0757769_ -0.6584030):(0.6793613_ 0.1142571_ -0.7248548),False:False,4.5500000:4.4600000,Good
3235,99,03/15/2023 10:04:15.3918 PM,629.7303,(-1.7436620_ -0.4608731_ 2.5743820),(2.5899710_ 126.6769000_ 359.4532000),(0.0058780_ 0.8934827_ -0.0223371_ 0.4485033),0.75,(-0.8301027_ -0.3392399_ 1.6887310),(-1.0489380_ -0.4028876_ 1.8914340),(0.1629246_ 0.1800853_ 1.2549050),(0.1318000_ 0.1028000_ 0.9615002),7.397347,8.166483,7.805314,6.102666,(-0.5976205_ -0.0095328_ -0.8017225),(0.0305402_ 0.9989330_ -0.0346430),(0.8011972_ -0.0451881_ -0.5966917),(-1.7239290_ -0.4600708_ 2.6000290):(-1.7634860_ -0.4616633_ 2.5485660),1:1,(-0.0207428_ 0.9103311_ 0.0322024_ 0.4121043):(-0.0264725_ 0.9282597_ 0.0510345_ 0.3674624),(0.7489669_ 0.0757261_ -0.6582661):(0.6794990_ 0.1142019_ -0.7247336),False:False,4.5500000:4.4600000,Good
